Species,Sample,Image,Event,Tank,Treatment,size..mm.,Date,Month
Hydrobia,SF43,1,0,A4,amb,4.344253012,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,1.97426506,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.525542169,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,2.090915663,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.783301205,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.465578313,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.917012048,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.590361446,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,1.973698795,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,2.080891566,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.285542169,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.68486747,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.691156627,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.922590361,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.259614458,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.931048193,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.457662651,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.796253012,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.698843373,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.912204819,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.014240964,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.47053012,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,5.18926506,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.426433735,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.638807229,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.473783133,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.598783133,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.365409639,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.855891566,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.68439759,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.921228916,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.969879518,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.65860241,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.284445783,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.801108434,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.848566265,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.747963855,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.413325301,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.573542169,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,2.450566265,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.059036145,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.873433735,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.700277108,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.539987952,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,6.314506024,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,3.88439759,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.237903614,2022-03-30,March
Hydrobia,SF43,2,0,A4,amb,4.048493976,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.000891566,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.731891566,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,2.540650602,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,2.008060241,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.327722892,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,2.510771084,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.176253012,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,2.504710843,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.022156627,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.110698795,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.243060241,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,2.620819277,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.361771084,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.953879518,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.750759036,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.557409639,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.047710843,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,2.096843373,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.988662651,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.809204819,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.540048193,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,2.389686747,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,2.205638554,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.001566265,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.990409639,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.191445783,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.176349398,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.559662651,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.516795181,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.646939759,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,2.999072289,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.187590361,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.745120482,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.138325301,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.284373494,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,2.813722892,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.949361446,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.920554217,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,2.886373494,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.330457831,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.873554217,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,5.35526506,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.626493976,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.228939759,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.689783133,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,4.171180723,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,3.724084337,2022-03-30,March
Hydrobia,SF43,3,0,A4,amb,2.931807229,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.667289157,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.329168675,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.477590361,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,2.932,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,2.682963855,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.518192771,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,2.755409639,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,1.55653012,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,2.248421687,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.029759036,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,2.756024096,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.031855422,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.280542169,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.170108434,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.566939759,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.232698795,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.219325301,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.558506024,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.05660241,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,2.811048193,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.927060241,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.237831325,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.297253012,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.527963855,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.449674699,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,2.585313253,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,2.67960241,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.612084337,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.882156627,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.382963855,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.026975904,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.016361446,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.964722892,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.880975904,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.580554217,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.640253012,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.160349398,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.027626506,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.740120482,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,2.991072289,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,2.440506024,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.25373494,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.025506024,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,2.427445783,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.365879518,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.456301205,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.208493976,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.66139759,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.73760241,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.192927711,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.501746988,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,2.309686747,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.645060241,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,3.838987952,2022-03-30,March
Hydrobia,SF43,4,0,A4,amb,4.331349398,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,4.00539759,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.216951807,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,4.564759036,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,5.162361446,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.632879518,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.670445783,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.502457831,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,4.069120482,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.268433735,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.464626506,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.856168675,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,2.939096386,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,2.902192771,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,2.78660241,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,4.024108434,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,2.817626506,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.663771084,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,2.565879518,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.780638554,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.605698795,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.938638554,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,2.815650602,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,2.16626506,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.229120482,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,2.862506024,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.932337349,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.562373494,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.576759036,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,4.069277108,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,4.143819277,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.482662651,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,2.72413253,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.795566265,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,4.016445783,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.092289157,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,2.88126506,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.312060241,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,2.595156627,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,4.612337349,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.768337349,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.07760241,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.43439759,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,2.575614458,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.306831325,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.453421687,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.446457831,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,5.456891566,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.493783133,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,2.64773494,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,2.153445783,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.467253012,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.573433735,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.991518072,2022-03-30,March
Hydrobia,SF43,5,0,A4,amb,3.849831325,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.330674699,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,2.165891566,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.26839759,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.463337349,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.024891566,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.890433735,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.781662651,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.486445783,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,2.430036145,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,5.455325301,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.211975904,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,2.913879518,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.868313253,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.836493976,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.096180723,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.12826506,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,2.851445783,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.449036145,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,1.736710843,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,1.693457831,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.168614458,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.045686747,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.322686747,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.058626506,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,5.383650602,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.202240964,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.13073494,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.506096386,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.140843373,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.057542169,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.176349398,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.103927711,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.755084337,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.279349398,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.977,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.354216867,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.139060241,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,2.344,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,2.828963855,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.501409639,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.175674699,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,2.552349398,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.271903614,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,2.562542169,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.333819277,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,2.330819277,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,5.50073494,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.056686747,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.360349398,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,4.526939759,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,2.18953012,2022-03-30,March
Hydrobia,SF43,6,0,A4,amb,3.108277108,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,1.846662651,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.492939759,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,5.191433735,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.41586747,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,1.764819277,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.07846988,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.068903614,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.125554217,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,2.238542169,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.278879518,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.598361446,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.593795181,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.255,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,2.356228916,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.017963855,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.451939759,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,2.910060241,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.859590361,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.819120482,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.768493976,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.268855422,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,2.628638554,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.940927711,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.836891566,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.390927711,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.873566265,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,2.892349398,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.556481928,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,2.899698795,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.165024096,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,2.841385542,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.03339759,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.198795181,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.553674699,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.556891566,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.263240964,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.312048193,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.551385542,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.306662651,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.957433735,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.660373494,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.796409639,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,5.74613253,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.410385542,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,2.131578313,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.723542169,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.220843373,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,4.22986747,2022-03-30,March
Hydrobia,SF43,7,0,A4,amb,3.733192771,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.225686747,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.566409639,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,1.974012048,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,1.582975904,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,2.637036145,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.503662651,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.454518072,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.605313253,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.548156627,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.484879518,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.51153012,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.715289157,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,2.568120482,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,2.44213253,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,5.056120482,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.363843373,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,2.923722892,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.505072289,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.390156627,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,2.666012048,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,2.489349398,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.187313253,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.262120482,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.273963855,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.386481928,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.197975904,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.223,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.626831325,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,2.84473494,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.877963855,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.25060241,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.164626506,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.151710843,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.820481928,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,5.175831325,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,5.587963855,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,2.20126506,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.768879518,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.288927711,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,2.872421687,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,2.387289157,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.23586747,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.714722892,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,4.411518072,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,5.70326506,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.611710843,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,2.082084337,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.080409639,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,2.597409639,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.34673494,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,2.382313253,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,2.064506024,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.13253012,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.334722892,2022-03-30,March
Hydrobia,SF43,8,0,A4,amb,3.402626506,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,4.161325301,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,3.521168675,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,3.374349398,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,2.115927711,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,2.91953012,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,3.898373494,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,2.058795181,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,2.450048193,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,4.024024096,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,3.117108434,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,3.554,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,3.293722892,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,3.893385542,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,4.171180723,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,4.198807229,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,4.355795181,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,4.750421687,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,2.784072289,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,3.803891566,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,3.947951807,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,5.497156627,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,4.319240964,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,4.345578313,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,3.928614458,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,4.834843373,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,3.69586747,2022-03-30,March
Hydrobia,SF43,9,0,A4,amb,3.876686747,2022-03-30,March
